title,series,author,genre,date_published,publisher,lang,rating_count,rate,award,publisher_clean
"Dust of Dreams (Malazan Book of the Fallen, #9)",True,Steven Erikson,Fantasy,2009.0,Tom Doherty Associates,English,24923,4.31,1,tomdohertyassociates
"Half a War (Shattered Sea, #3)",True,Joe Abercrombie,Fantasy,2015.0,Harper Voyager,English,26382,4.03,1,harpervoyager
Life Ascending: The Ten Great Inventions of Evolution,False,Nick Lane,Science,2009.0,W. W. Norton & Company,English,4661,4.11,1,wwnortoncompany
"Tuck (King Raven, #3)",True,Stephen R. Lawhead,Fantasy,2009.0,Thomas Nelson,English,6936,4.1,0,thomasnelson
Circling the Sun,False,Paula McLain,Historical,2015.0,Ballantine Books,English,74592,3.93,1,ballantinebooks
The Last Days of Judas Iscariot,False,Stephen Adly Guirgis,Plays,2005.0,Farrar Straus and Giroux,English,1722,4.24,0,farrarstrausgiroux
"Blue Lily, Lily Blue (The Raven Cycle, #3)",True,Maggie Stiefvater,Fantasy,2014.0,Scholastic Press,English,145106,4.23,3,scholasticpress
Eleanora Duse,False,Helen Sheehy,Nonfiction,2009.0,Alfred A. Knopf,English,33,4.15,0,alfredaknopf
"Hannibal Rising (Hannibal Lecter, #4)",True,Thomas  Harris,Horror,2007.0,Delacorte Press,English,48946,3.6,0,delacortepress
Everywhere We Go (Hooligan #1),True,Dougie Brimson,Football,2011.0,Category C Publishing,English,277,3.21,0,categorycpublishing
Loving Will Shakespeare,False,Carolyn Meyer,Historical,2006.0,Harcourt Children's Books,English,1454,3.47,0,harcourtchildrensbooks
Limitless: Devotions for a Ridiculously Good Life,False,Nick Vujicic,Nonfiction,2013.0,WaterBrook,English,848,4.21,0,waterbrook
Sea Change,False,Karen   White,Fiction,2012.0,NAL,English,7175,3.87,0,nal
Strindberg's Star,False,Jan Wallentin,Thriller,2012.0,Viking,English,827,2.68,0,viking
Archaeologies of the Future: The Desire Called Utopia and Other Science Fictions,False,Fredric Jameson,Philosophy,2007.0,Verso,English,470,4.05,0,verso
"The Winds of Winter (A Song of Ice and Fire, #6)",True,George R.R. Martin,Fantasy,,Harper Voyager,English,9100,4.4,0,harpervoyager
Hinter verzauberten Fenstern,False,Cornelia Funke,Fantasy,,Fischer,German,1460,4.29,0,fischer
"The Flame of Olympus  (Pegasus, #1)",True,Kate O'Hearn,Fantasy,2013.0,Hodder Children's Books,English,10800,4.25,0,hodderchildrensbooks
"Clockwork Angels (Clockwork Angels, #1)",True,Kevin J. Anderson,Fantasy,2012.0,ECW Press,English,3033,3.7,1,ecwpress
Toxic Charity: How Churches and Charities Hurt Those They Help,False,Robert D. Lupton,Nonfiction,2011.0,HarperOne,English,3694,3.95,0,harperone
Bunheads,False,Sophie Flack,Young Adult,2011.0,Poppy,English,6592,3.73,1,poppy
Harvest,False,Jim Crace,Fiction,2013.0,Nan A. Talese,English,8286,3.61,5,nanatalese
The Hungry Tide,False,Amitav Ghosh,Fiction,2006.0,Mariner Books,English,15923,3.97,2,marinerbooks
Scanguards Vampires Books 1-3 (Scanguards Vampires #1-3),True,Tina Folsom,Fantasy,2011.0,Tina Folsom,English,579,4.49,0,tinafolsom
"The Parasol Protectorate Boxed Set: Soulless, Changeless, Blameless, Heartless and Timeless",True,Gail Carriger,Science Fiction,2012.0,Orbit,English,2332,4.43,0,orbit
Constance: The Tragic and Scandalous Life of Mrs. Oscar Wilde,False,Franny Moyle,Biography,2011.0,John Murray,English,744,3.77,0,johnmurray
Beautiful Code: Leading Programmers Explain How They Think,False,Andy Oram,Computer Science,2007.0,O'Reilly Media,English,1468,3.76,0,oreillymedia
"The Kiss of Deception (The Remnant Chronicles, #1)",True,Mary E. Pearson,Fantasy,2014.0,Henry Holt,English,111650,3.96,1,henryholt
River Town: Two Years on the Yangtze,True,Peter Hessler,Cultural,2006.0,Harper Perennial,English,11844,4.24,1,harperperennial
Petal Storm,False,Paul Kidd,Unknown,2011.0,Unknown,English,7,3.57,0,unknown
Nadia Knows Best,False,Jill Mansell,Womens Fiction,2003.0,Headline Review,English,6887,3.78,0,headlinereview
The Snow Queen,False,Michael Cunningham,Fiction,2014.0,Farrar Straus and Giroux,English,6813,3.06,1,farrarstrausgiroux
"Fat Chance: Beating the Odds Against Sugar, Processed Food, Obesity, and Disease",False,Robert H. Lustig,Nonfiction,2012.0,Hudson Street Press,English,5502,4.16,0,hudsonstreetpress
Double Cross: The True Story of the D-Day Spies,False,Ben Macintyre,History,2013.0,Bloomsbury UK,English,10567,3.92,3,bloomsbury
"Rome: The Coming of the King (Rome, #2)",True,M.C. Scott,Historical,2011.0,Bantam Press,English,475,4.12,0,bantampress
What Makes This Book So Great,False,Jo Walton,Nonfiction,2014.0,Tor Books,English,1014,3.87,1,torbooks
Vremena goda,False,Anna Borisova,Cultural,2011.0,Unknown,Russian,224,4.16,0,unknown
In the Realm of Hungry Ghosts: Close Encounters with Addiction,False,Gabor Maté,Psychology,2008.0,Knopf Canada,English,10137,4.5,1,knopfcanada
My Heart and Other Black Holes,False,Jasmine Warga,Young Adult,2015.0,Balzer + Bray,English,48862,3.98,2,balzerbray
"The Road is a River (The Wasteland Saga, #3)",True,Nick Cole,Apocalyptic,2013.0,Harper Voyager,English,236,4.32,0,harpervoyager
The Well-Educated Mind: A Guide to the Classical Education You Never Had,False,Susan Wise Bauer,Education,2003.0,W. W. Norton  Company,English,3323,3.99,0,wwnortoncompany
Building a Better Teacher: How Teaching Works,False,Elizabeth   Green,Education,2014.0,W. W. Norton  Company,Unknown,1142,3.77,0,wwnortoncompany
"A Thousand Pieces of You (Firebird, #1)",True,Claudia Gray,Young Adult,2014.0,Harper Teen,English,57039,3.89,0,harperteen
A Resistência,False,Julián Fuks,Fiction,2015.0,Companhia das Letras,Portuguese,950,3.82,4,companhiadasletras
The Gallery of Regrettable Food: Highlights from Classic American Recipe Books,False,James Lileks,Humor,2001.0,Crown,English,1818,4.12,0,crown
The Collected Joe Abercrombie: The Blade Itself/Before they are Hanged/Last Argument of Kings/Best Served Cold/The Heroes/Red Country,False,Joe Abercrombie,Fantasy,2013.0,Gollancz,English,559,4.7,0,gollancz
Vampire: The Richard Chase Murders,False,Kevin M. Sullivan,Crime,2012.0,Unknown,English,127,3.72,0,unknown
Fires in the Dark,False,Louise Doughty,Historical,2005.0,Harper Perennial,English,706,4.04,0,harperperennial
"The Bad Queen: Rules and Instructions for Marie-Antoinette (Young Royals, #6)",True,Carolyn Meyer,Historical,2010.0,Harcourt Children's Books,English,1987,3.94,0,harcourtchildrensbooks
Last of the Amazons,False,Steven Pressfield,Historical,2003.0,Bantam,English,2931,3.79,0,bantam
Faces in the Crowd,False,Valeria Luiselli,Fiction,2012.0,Granta,English,4771,3.63,3,granta
Odd and the Frost Giants,False,Neil Gaiman,Fantasy,2009.0,HarperCollins,English,32855,3.97,3,harpercollins
Child of the Dark Prophecy,True,T.A. Barron,Fantasy,2005.0,Ace,English,6371,4.07,0,ace
The Camel Club (The Camel Club #1),True,David Baldacci,Thriller,2006.0,Warner Vision,English,88568,4.04,0,warnervision
Mongólia,False,Bernardo Carvalho,Fiction,2003.0,Companhia das Letras,Portuguese,144,3.75,0,companhiadasletras
Doctor Who: Who-ology,False,Cavan Scott,Media Tie In,2013.0,BBC Books,English,1941,4.25,0,bbcbooks
"The Scottish Banker of Surabaya (Ava Lee, #5)",True,Ian  Hamilton,Mystery,2013.0,Spiderline,Unknown,1045,4.04,0,spiderline
The Colonel,False,Mahmoud Dowlatabadi,Fiction,2011.0,hauspublishing,English,609,3.75,3,hauspublishing
The Coldest Girl in Coldtown,False,Holly Black,Young Adult,2013.0,Little Brown Books for Young Readers,English,67865,3.83,5,littlebrownbooksforyoungreaders
Saving Francesca,False,Melina Marchetta,Young Adult,2006.0,Knopf Books for Young Readers,English,32026,3.97,5,knopfbooksforyoungreaders
"Who Could That Be at This Hour? (All the Wrong Questions, #1)",True,Lemony Snicket,Mystery,2012.0,Little Brown,English,26677,3.82,1,littlebrown
Eine Frage der Zeit,False,Alex Capus,Fiction,2009.0,btb,German,353,3.95,0,btb
Eurotrashed,False,Dougie Brimson,Football,2003.0,Headline,English,53,3.4,0,headline
"Poppy Done to Death (Aurora Teagarden, #8)",True,Charlaine Harris,Mystery,2004.0,Worldwide Library,English,13909,3.87,0,worldwidelibrary
Meet Me at the Pier Head,False,Ruth Hamilton,Unknown,2015.0,Macmillan,English,91,4.07,0,macmillan
God's Middle Finger: Into the Lawless Heart of the Sierra Madre,False,Richard Grant,Travel,2008.0,Free Press,English,2362,3.97,0,freepress
"Empire of Things: How We Became a World of Consumers, from the Fifteenth Century to the Twenty-First",False,Frank Trentmann,History,2016.0,Allen Lane,English,549,3.81,0,allenlane
Fisk har ingen fødder,False,Jón Kalman Stefánsson,Fiction,2015.0,Batzer & Co. Roskilde Bogcafe,Danish,1833,3.88,1,batzerroskildebogcafe
A Walk Across the Sun,False,Corban Addison,Fiction,2012.0,SilverOak,English,17326,4.14,2,silveroak
Elevation,False,Stephen King,Fiction,2018.0,Scribner,English,95462,3.67,2,scribner
Nave's Topical Bible,False,Orville J. Nave,Reference,,The Southwestern Company,English,330,4.37,0,thesouthwesterncompany
"Death Bringer (Skulduggery Pleasant, #6)",True,Derek Landy,Fantasy,2011.0,HarperCollins Children's,English,15734,4.48,1,harpercollinschildrensbooks
Jonny Appleseed,False,Joshua Whitehead,Fiction,2018.0,Arsenal Pulp Press,English,9158,3.99,5,arsenalpulppress
Convergence (Mystic Saga Book 5),True,Scott McElhaney,Science Fiction,2012.0,Superluminal,English,153,3.94,0,superluminal
Once Upon a Time in the North,True,Philip Pullman,Fantasy,2008.0,Alfred A. Knopf,English,14066,3.85,1,alfredaknopf
Gods of Howl Mountain,False,Taylor  Brown,Historical,2018.0,St. Martin's Press,Unknown,2074,3.88,0,stmartinspress
On the Trail of Genghis Khan: An Epic Journey Through the Land of the Nomads,False,Tim Cope,Travel,2013.0,Bloomsbury USA,English,1578,4.12,3,bloomsbury
The Time Traveler's Almanac,False,Ann VanderMeer,Science Fiction,2014.0,Tor Books,English,1073,3.85,1,torbooks
"Fool's Assassin (The Fitz and The Fool Trilogy, #1)",True,Robin Hobb,Fantasy,2014.0,Del Rey,English,46010,4.39,3,delrey
"The Complete Calvin & Hobbes, Volume 3",True,Bill Watterson,Sequential Art,2012.0,Franco Cosimo Panini,Italian,105,4.71,0,francocosimopanini
The Limits of Orthodox Theology: Maimonides' Thirteen Principles Reappraised,False,Marc B. Shapiro,Religion,2003.0,Littman Library of Jewish Civilization,French,94,4.23,0,littmanlibraryofjewishcivilization
"A Map Is Only One Story: Twenty Writers on Immigration, Family, and the Meaning of Home",False,Nicole Chung,Nonfiction,2020.0,Catapult,English,707,3.96,0,catapult
Born Under a Million Shadows,False,Andrea Busfield,Fiction,2010.0,SMP Trade Paper/ St. Martin's Griffin,English,3138,4.02,0,smptradepaperstmartinsgriffin
A Fine Romance:  Falling in Love with the English Countryside,False,Susan Branch,Travel,2013.0,Vineyard Stories,English,2403,4.51,0,vineyardstories
Bird's Eye View,False,Elinor Florence,Historical,2014.0,Dundurn,English,382,4.38,0,dundurn
The Student Bible Dictionary,False,Johnnie Godwin,Reference,2001.0,Barbour Books,English,53,4.11,0,barbourbooks
Scrappy Little Nobody,False,Anna Kendrick,Nonfiction,2016.0,Simon and Schuster Audio,English,89190,3.85,1,simonschusteraudio
"Locke & Key, Vol. 6: Alpha & Omega",True,Joe Hill,Sequential Art,2014.0,IDW Publishing,English,27946,4.48,3,idwpublishing
Turtles All the Way Down,False,John Green,Young Adult,2017.0,Dutton Books for Young Readers,English,402641,3.92,4,duttonbooksforyoungreaders
Rush,False,Lisa Patton,Fiction,2018.0,St. Martin's Press,English,4899,3.93,0,stmartinspress
The Charm Bracelet,True,Viola Shipman,Fiction,2016.0,Thomas Dunne Books,English,6083,3.79,0,thomasdunnebooks
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,False,E.J. Dionne Jr.,Politics,2016.0,Simon  Schuster,Unknown,888,4.06,0,simonschuster
"Assassin's Fate (The Fitz and the Fool, #3)",True,Robin Hobb,Fantasy,2017.0,Del Rey,English,30883,4.64,5,delrey
"Secret of the Sirens (The Companions Quartet, #1)",True,Julia Golding,Fantasy,2007.0,Two Lions,English,4832,4.05,0,twolions
Even This Page Is White,False,Vivek Shraya,Poetry,2016.0,Arsenal Pulp Press,English,1733,4.14,2,arsenalpulppress
"The Red Pole of Macau (Ava Lee, #4)",True,Ian  Hamilton,Mystery,2012.0,House of Anansi,English,1347,3.92,0,houseofanansi
The War That Killed Achilles: The True Story Of Homer's Iliad And The Trojan War,False,Caroline Alexander,History,2009.0,Viking,English,1506,3.92,0,viking
Black Sunday,False,Tola Rotimi Abraham,Fiction,2020.0,Catapult,English,4003,3.88,2,catapult
"Last Scene Alive (Aurora Teagarden, #7)",True,Charlaine Harris,Mystery,2002.0,Mira,English,14282,3.84,0,mira
"Dom Wars: Round Three (Dom Wars, #3)",True,Lucian Bane,Unknown,2014.0,Unknown,English,1258,4.27,0,unknown
"The Complete Calvin & Hobbes, Volume 4",True,Bill Watterson,Sequential Art,2013.0,Franco Cosimo Panini,Italian,62,4.73,0,francocosimopanini
Grit: The Power of Passion and Perseverance,False,Angela Duckworth,Nonfiction,2016.0,Collins,English,91210,4.06,1,collins
Shadow of the Silk Road,False,Colin Thubron,Travel,2007.0,Harper,English,3695,3.77,0,harper
Wrong Planet - Searching for your Tribe,False,Karl Wiggins,Philosophy,2018.0,Karl Wiggins,English,40,4.13,0,karlwiggins
The Pine Island Paradox,False,Kathleen Dean Moore,Environment,2004.0,Milkweed Editions,English,258,4.29,1,milkweededitions
"The Alloy of Law (Mistborn Saga, #4)",True,Brandon Sanderson,Fantasy,2011.0,Tor Books,English,158861,4.19,3,torbooks
The Distance To Home,False,Jenn Bishop,Childrens,2016.0,Random House/Knopf Children’s,English,757,4.31,0,randomhouseknopfchildrens
The Lost World of Genesis One: Ancient Cosmology and the Origins Debate,True,John H. Walton,Religion,2009.0,IVP Academic,English,3119,4.23,0,ivpacademic
The Old Ways: A Journey on Foot,False,Robert Macfarlane,Nonfiction,2012.0,Viking,English,7514,4.15,5,viking
"The Real ""Bravo Two Zero""",False,Michael Asher,Nonfiction,2003.0,Cassell,English,646,3.91,0,cassell
Dot.Robot,True,Jason Bradbury,Science Fiction,2009.0,Puffin,English,133,3.21,0,puffin
Wildwood,False,Elinor Florence,Historical,2018.0,Dundurn,Unknown,452,4.23,0,dundurn
Entre ciel et terre,True,Jón Kalman Stefánsson,Fiction,2011.0,Gallimard,French,4201,4.15,0,gallimard
"Warcross (Warcross, #1)",True,Marie Lu,Young Adult,2017.0,G.P. Putnam's Sons Books for Young Readers,English,99195,4.14,5,gpputnamssonsbooksforyoungreaders
"The Compound Effect: Jumpstart Your Income, Your Life, Your Success",False,Darren Hardy,Self Help,,SUCCESS Books,Unknown,37769,4.25,0,successbooks
"Nothing but Shadows (Tales from Shadowhunter Academy, #4)",True,Cassandra Clare,Fantasy,2015.0,Margaret K. McElderry Books,English,15207,4.43,0,margaretkmcelderrybooks
Páradais,False,Fernanda Melchor,Fiction,2021.0,Literatura Random House,Spanish,2042,3.76,0,literaturarandomhouse
A Book of Bones (Charlie Parker #17),True,John Connolly,Thriller,2019.0,Atria/Emily Bestler Books,Unknown,4374,4.21,0,atriaemilybestlerbooks
"Transmetropolitan, Vol. 10: One More Time",True,Warren Ellis,Sequential Art,2004.0,Vertigo,English,11168,4.52,0,vertigo
Chasing Echoes (Chasing Echoes #1),True,Jodi Perkins,Fantasy,2014.0,Silverhand Press,English,402,4.35,0,silverhandpress
The Crossing: My Journey to the Shattered Heart of Syria,False,Samar Yazbek,Nonfiction,2015.0,Ebury Digital,English,889,3.98,0,eburydigital
"Caraval (Caraval, #1)",True,Stephanie Garber,Fantasy,2017.0,Flatiron Books,English,216279,3.97,3,flatironbooks
The Life of Rebecca Jones,False,Angharad Price,Fiction,2012.0,MacLehose Press,English,277,4.13,0,maclehosepress
Alle Toten fliegen hoch: Amerika,True,Joachim Meyerhoff,European Literature,2011.0,Kiepenheuer & Witsch,German,2573,4.06,1,kiepenheuerwitsch
Macbeth For Murderers,False,Roberta Davidson,Unknown,2005.0,Xlibris,English,5,3.8,0,xlibris
MONEY Master the Game: 7 Simple Steps to Financial Freedom,False,Anthony Robbins,Economics,2014.0,Simon  Schuster,English,19290,3.93,0,simonschuster
Deacon King Kong,False,James   McBride,Fiction,2020.0,Riverhead Books,English,44905,4.2,5,riverheadbooks
Anna at War,False,Helen Peters,Historical,2019.0,Nosy Crow,English,195,4.63,0,nosycrow
"The Two Princesses of Bamarre (The Two Princesses of Bamarre, #1)",True,Gail Carson Levine,Fantasy,2004.0,Eos,English,70398,4.04,2,eos
Senna Versus Prost,False,Malcolm Folley,Nonfiction,2010.0,Arrow,English,410,4.12,0,arrow
"Let the Sky Fall (Sky Fall, #1)",True,Shannon Messenger,Fantasy,2013.0,Simon Pulse,English,12826,3.95,0,simonpulse
Churchwardens: A Survival Guide: The Office And Role Of Churchwarden In The 21st Century,False,Martin Dudley,Unknown,,Unknown,Unknown,12,3.75,0,unknown
Locking Up Our Own: Crime and Punishment in Black America,False,James Forman Jr.,Nonfiction,2017.0,Farrar Straus and Giroux,Unknown,3522,4.38,5,farrarstrausgiroux
The Lost World of Adam and Eve: Genesis 2–3 and the Human Origins Debate,True,John H. Walton,Religion,2015.0,IVP Academic,English,1024,4.25,1,ivpacademic
Rise of the Vulcans: The History of Bush's War Cabinet,False,James  Mann,Politics,2004.0,Penguin Books,English,746,3.91,1,penguinbooks
Shakespeare,False,Michael Wood,History,2004.0,Basic Books,English,656,4.14,0,basicbooks
Goddess of the Market: Ayn Rand and the American Right,False,Jennifer Burns,Biography,2009.0,Oxford University Press USA,English,731,3.85,0,oxforduniversitypress
Anger: Handling a Powerful Emotion in a Healthy Way,False,Gary Chapman,Nonfiction,2007.0,Northfield Publishing,English,1540,4.04,0,northfieldpublishing
"Every Exquisite Thing (Ghosts of the Shadow Market, #3)",True,Cassandra Clare,Fantasy,2018.0,Simon  Schuster Audio,Unknown,6474,4.31,0,simonschusteraudio
"Stormrider (The Rigante, #4)",True,David Gemmell,Fantasy,2003.0,Del Rey,English,6435,4.23,0,delrey
A-Ma Alchemy of Love (AoL Mindfulness #1),False,Nataša Pantović,Fiction,2016.0,Artof4Elements,English,47,4.11,0,artofelements
@Home for the Holidays,True,Meredith Efken,Holiday,2006.0,Steeple Hill,English,135,3.65,0,steeplehill
"Suspect (Joseph O'Loughlin, #1)",True,Michael Robotham,Mystery,2005.0,Vintage Books/ A Division of Random House Inc.,English,13804,3.88,0,vintagebooksadivisionofrandomhouse
"Popular Injustice: Violence, Community, and Law in Latin America",False,Angelina Snodgrass Godoy,Unknown,2006.0,Stanford University Press,English,6,4.0,0,stanforduniversitypress
Promises to Keep,False,Jane Green,Womens Fiction,2010.0,Viking Books,English,16450,3.83,0,vikingbooks
Bone: The Complete Edition,True,Jeff Smith,Sequential Art,2004.0,Cartoon Books,English,34095,4.44,1,cartoonbooks
Shifting Through Neutral,False,Bridgett M. Davis,Cultural,2004.0,Amistad,English,118,3.82,1,amistad
"Storm Prey (Lucas Davenport, #20)",True,John Sandford,Mystery,2011.0,London: Simon and Schuster,English,19965,4.16,0,londonsimonschuster
"Counterpoint (Song of the Fallen, #1)",True,Rachel Haimowitz,Fantasy,2011.0,Riptide Publishing,English,3447,3.75,0,riptidepublishing
The Visitor,False,Sheri S. Tepper,Science Fiction,2003.0,Harper Voyager,English,1779,3.8,0,harpervoyager
"Ring (Ring, #1)",True,Kōji Suzuki,Horror,2004.0,Vertical,English,16731,3.82,0,vertical
I'm Down,False,Mishna Wolff,Autobiography,2009.0,St. Martin's Press,English,7043,3.69,0,stmartinspress
The Salt Road,False,Jane Johnson,Historical,2010.0,Penguin Books Ltd,English,1807,3.9,0,penguinbooks
Ludie's Life,False,Cynthia Rylant,Poetry,2006.0,HMH Books for Young Readers,English,221,4.11,0,hmhbooksforyoungreaders
"Ravenheart (The Rigante, #3)",True,David Gemmell,Fantasy,2002.0,Del Rey,English,6578,4.28,0,delrey
The Bush Tragedy,False,Jacob Weisberg,Politics,2008.0,Random House,English,555,3.75,0,randomhouse
"Spellsinger (Avalon: Web of Magic, #5)",True,Rachel Roberts,Fantasy,2003.0,CDS Books,English,1212,4.09,0,cdsbooks
Rabbit: Chasing Beth Rider,True,Ellen C. Maze,Paranormal,2009.0,Outskirts Press,Unknown,195,4.09,0,outskirtspress
The Plot: The Secret Story of the Protocols of the Elders of Zion,False,Will Eisner,Sequential Art,2006.0,W. W. Norton  Company,English,1676,3.79,0,wwnortoncompany
"Wicked Prey (Lucas Davenport, #19)",True,John Sandford,Mystery,2009.0,G. P. Putnam's Sons,English,16710,4.15,0,gpputnamssons
Them: A Memoir of Parents,False,Francine du Plessix Gray,Autobiography,2006.0,Penguin Group,English,580,3.87,1,penguingroup
"Anchored (Belonging, #1)",True,Rachel Haimowitz,Romance,2011.0,Noble Romance Publishing,English,1293,3.66,0,nobleromancepublishing
Harlequin Valentine,False,Neil Gaiman,Sequential Art,,Unknown,English,3099,3.78,0,unknown
Go Away Girl: A Parody,False,Luke Young,Fiction,2014.0,Smashwords Edition,Unknown,379,3.66,0,smashwordsedition
"Nice Girls Don't Have Fangs (Jane Jameson, #1)",True,Molly Harper,Paranormal,2009.0,Pocket Star,English,26702,3.89,0,pocketstar
"All's Fairy in Love and War (Avalon: Web of Magic, #8)",True,Rachel Roberts,Fantasy,2003.0,CDS Books,English,897,4.23,0,cdsbooks
Mississippi Sissy,False,Kevin Sessums,Autobiography,2007.0,St. Martin's Press,English,1540,3.63,0,stmartinspress
Michel Houellebecq Coffret en 3 volumes: Les Particules élémentaires ; Plateforme ; Extension du domaine de la lutte,False,Michel Houellebecq,Cultural,2002.0,J'ai Lu Librio Martinguale,French,162,3.93,0,jailulibriomartinguale
"Cast in Courtlight (Chronicles of Elantra, #2)",True,Michelle Sagara,Fantasy,2006.0,Luna,English,10349,4.12,0,luna
Falling Angels,False,Tracy Chevalier,Historical,2002.0,Penguin Books,English,23983,3.59,0,penguinbooks
True to the Game (True to the Game #1),True,Teri Woods,Urban,1999.0,Teri Woods Publishing,English,8356,4.45,0,teriwoodspublishing
"Night Season (World of the Lupi, #4)",True,Eileen Wilks,Fantasy,2008.0,Berkley,English,5219,4.06,0,berkley
"Awake at Dawn (Shadow Falls, #2)",True,C.C. Hunter,Young Adult,2011.0,St. Martin's Griffin,English,60236,4.24,0,stmartinsgriffin
The Privileges,False,Jonathan  Dee,Fiction,2011.0,Corsair,English,5677,3.27,2,corsair
Vanishing Acts,False,Jodi Picoult,Fiction,2005.0,Washington Square Press,English,99669,3.7,0,washingtonsquarepress
Innocent Traitor,False,Alison Weir,Historical,2007.0,Ballantine Books,English,32960,3.95,0,ballantinebooks
The Greatest Trade Ever: The Behind-the-Scenes Story of How John Paulson Defied Wall Street and Made Financial History,False,Gregory Zuckerman,Economics,2009.0,Crown Business,English,6615,4.05,0,crownbusiness
Crossed: A Tale of the Fourth Crusade,False,Nicole Galland,Historical,2008.0,William Morrow Paperbacks,English,335,3.61,0,williammorrowpaperbacks
"Envy (Luxe, #3)",True,Anna Godbersen,Historical,2009.0,HarperCollins,English,24609,3.91,0,harpercollins
Camouflage,False,Joe Haldeman,Science Fiction,2005.0,Ace,English,5881,3.64,3,ace
"The Blood Puzzle (Redemption, #3)",True,Tom Paver,Unknown,2012.0,Unknown,English,6,3.67,0,unknown
Abarat,True,Clive Barker,Fantasy,2002.0,HarperCollins,English,26471,4.09,1,harpercollins
Why We Broke Up,False,Daniel Handler,Young Adult,2011.0,Little Brown Books for Young Readers,English,58858,3.49,4,littlebrownbooksforyoungreaders
"Finding Abigail (Holiday, Montana, #3)",True,Carrie Ann Ryan,Fantasy,2013.0,Unknown,English,667,4.07,0,unknown
Ґудзик,False,Irene Rozdobudko,Fiction,2008.0,Фоліо,Ukrainian,303,3.84,1,
If I Could Be Like Jennifer Taylor,False,Barbara Ehrentreu,Unknown,,Unknown,Unknown,34,4.56,0,unknown
"Marbles: Mania, Depression, Michelangelo, and Me",False,Ellen Forney,Sequential Art,2012.0,Avery,English,14042,3.99,0,avery
Mata e Jaan Hai Tu / متاعِ جاں ہے تُو,False,Farhat Ishtiaq,Unknown,2010.0,Ilm-o-Irfan Publishers,Urdu,563,4.04,0,ilmoirfanpublishers
"Return to the Whorl (The Book of the Short Sun, #3)",True,Gene Wolfe,Science Fiction,2001.0,Tor Books,English,1290,4.3,0,torbooks
Lost In Translation: Misadventures in English Abroad,False,Charlie Croker,Nonfiction,2006.0,Michael O'Mara Books Limited,English,343,3.41,0,michaelomarabookslimited
"Dreaming the Hound (Boudica, #3)",True,Manda Scott,Historical,2006.0,Spectra,English,1816,4.37,0,spectra
The Wild Places,False,Robert Macfarlane,Nonfiction,2008.0,Penguin Books,English,3774,4.26,5,penguinbooks
Broadchurch,True,Erin Kelly,Mystery,2014.0,Sphere,English,2531,4.03,0,sphere
Soldier Girls: The Battles of Three Women at Home and at War,False,Helen Thorpe,Nonfiction,2014.0,Scribner,English,2167,3.82,1,scribner
Millie's Fling,False,Jill Mansell,Womens Fiction,2001.0,Headline Review,English,10395,3.76,0,headlinereview
Franklin and Winston: An Intimate Portrait of an Epic Friendship,False,Jon Meacham,History,2004.0,Random House Trade,English,7101,4.12,0,randomhousetrade
I Remember Nothing: and Other Reflections,False,Nora Ephron,Nonfiction,2010.0,Knopf,English,25077,3.76,0,knopf
Fairytales for Wilde Girls,False,Allyse Near,Fantasy,2013.0,Random House Australia,English,1043,4.17,4,randomhouseaustralia
The Market Gardener: A Handbook for Successful Small-Scale Organic Farming,False,Jean-Martin Fortier,Horticulture,2014.0,New Society Publishers,Unknown,1122,4.5,0,newsocietypublishers
"The Redemption of Callie & Kayden (The Coincidence, #2)",True,Jessica Sorensen,New Adult,2013.0,Sphere,English,48729,4.1,0,sphere
The Appointment,False,Herta Müller,Fiction,2001.0,Metropolitan Books,English,3304,3.39,1,metropolitanbooks
"Mutated  (Dead World, #4)",True,Joe McKinney,Horror,2012.0,Pinnacle,English,1122,3.92,0,pinnacle
Scribbling the Cat: Travels with an African Soldier,False,Alexandra Fuller,Cultural,2004.0,Picador,English,4775,3.79,0,picador
Goth Chic: A Connoisseur's Guide to Dark Culture,False,Gavin Baddeley,Nonfiction,2006.0,Plexus Publishing,English,337,3.7,0,plexuspublishing
Boys Will Be Boys: The Glory Days and Party Nights of the Dallas Cowboys Dynasty,False,Jeff Pearlman,Sports,2008.0,Harper,English,7704,4.07,0,harper
The Complaints (Malcolm Fox #1),True,Ian Rankin,Mystery,2009.0,Orion Books,English,15528,3.88,0,orionbooks
The Shadow Factory: The Ultra-Secret NSA from 9/11 to the Eavesdropping on America,False,James Bamford,Nonfiction,2008.0,Doubleday Publishing/Random House (NY),English,1566,3.86,0,doubledaypublishingrandomhouse
Repeat Offender: Sin City's Most Prolific Criminal and the Cop Who Caught Him,False,Bradley Nickell,Crime,2015.0,WildBlue Press,English,158,4.15,0,wildbluepress
"Stolen Songbird (The Malediction Trilogy, #1)",True,Danielle L. Jensen,Fantasy,2014.0,Strange Chemistry,Unknown,25319,3.91,1,strangechemistry
Uśmiech Pol Pota. o pewnej szwedzkiej podróży przez Kambodżę Czerwonych Khmerów,False,Peter Fröberg Idling,Nonfiction,2010.0,Wydawnictwo Czarne,Polish,803,3.85,2,wydawnictwoczarne
"Patience, Princess Catherine (Young Royals, #4)",True,Carolyn Meyer,Historical,2009.0,Clarion Books,English,2540,3.79,0,clarionbooks
